"age","ehpw","hpw","hsleep","gpa","imp","gender","job","type","marital.status"
20,18,10,8,36.98,"5","female","empl","par-time","single"
17,17,15,7.43,56.01,"5","male","unempl","full-time","single"
23,17,19,6.86,66.2,"1","male","unempl","full-time","single"
19,16,8,8.57,36.98,"1","female","empl","par-time","single"
20,16,13,7.86,51.91,"4","female","unempl","par-time","single"
25,21,6,8.14,19.72,"2","female","unempl","par-time","married"
27,23,21,5.71,57.18,"1","male","unempl","full-time","divorced"
29,18,12,7.71,42.82,"2","female","empl","par-time","divorced"
23,20,9,7.86,42.53,"3","female","empl","par-time","single"
21,17,14,7.57,54.19,"5","female","unempl","full-time","single"
26,24,19,5.86,50.54,"5","male","unempl","full-time","divorced"
25,21,7,8,18.76,"3","female","unempl","par-time","married"
22,19,20,6.43,71.24,"5","male","unempl","full-time","single"
23,18,7,8.43,28.94,"1","female","empl","par-time","married"
20,20,14,7.14,46.99,"1","female","empl","par-time","single"
23,22,6,8,20.4,"3","female","empl","par-time","married"
23,19,16,7,56.21,"4","male","unempl","full-time","single"
23,22,13,7,39.69,"3","female","empl","par-time","single"
22,21,14,7,42.85,"2","female","empl","par-time","single"
20,23,13,6.86,34.34,"5","female","empl","par-time","single"
25,16,6,8.86,28.64,"4","female","empl","par-time","married"
20,20,13,7.29,45.6,"4","female","empl","par-time","single"
22,17,12,7.86,42.83,"5","female","empl","par-time","single"
24,20,12,7.43,42.81,"3","female","empl","par-time","single"
24,18,7,8.43,24.76,"5","female","empl","par-time","married"
19,20,17,6.71,52.24,"5","male","unempl","full-time","single"
21,13,13,8.29,57.72,"2","female","unempl","par-time","single"
27,18,20,6.57,74.52,"2","male","unempl","full-time","divorced"
29,22,20,6,59.68,"3","male","unempl","full-time","divorced"
25,22,16,6.57,54.77,"4","male","unempl","full-time","single"
27,17,19,6.86,64.59,"2","male","unempl","full-time","divorced"
22,24,14,6.57,48.69,"3","female","empl","par-time","single"
22,18,10,8,41.34,"1","female","empl","par-time","single"
23,18,11,7.86,51.68,"3","female","unempl","par-time","single"
27,16,26,6,85.22,"2","male","unempl","full-time","single"
26,13,9,8.86,42.02,"3","female","empl","par-time","divorced"
26,18,18,6.86,56.15,"1","male","unempl","full-time","divorced"
18,21,18,6.43,58.33,"3","male","unempl","full-time","single"
20,24,9,7.29,32.03,"4","female","empl","par-time","single"
25,12,23,7,83.98,"3","male","unempl","full-time","single"
19,21,13,7.14,42.39,"2","female","empl","par-time","single"
24,23,8,7.57,24.14,"2","female","empl","par-time","married"
25,23,19,6,50.38,"2","male","unempl","full-time","single"
23,23,8,7.57,21.03,"1","female","empl","par-time","married"
27,18,13,7.57,44.68,"1","female","empl","par-time","divorced"
23,20,12,7.43,47.23,"4","female","empl","par-time","single"
21,24,13,6.71,38.75,"2","female","empl","par-time","single"
23,21,15,6.86,51.52,"3","male","unempl","full-time","single"
24,21,13,7.14,42.37,"4","female","empl","par-time","single"
20,15,11,8.29,41.58,"4","female","empl","par-time","single"
18,21,11,7.43,37.66,"4","female","empl","par-time","single"
27,24,8,7.43,22.21,"1","female","empl","par-time","married"
27,20,9,7.86,29.43,"1","female","empl","par-time","married"
26,19,5,8.57,24.47,"3","female","empl","par-time","married"
27,20,14,7.14,37.9,"4","female","empl","par-time","divorced"
21,21,21,6,69.5,"5","male","unempl","full-time","single"
26,25,8,7.29,17.34,"3","female","unempl","par-time","married"
17,17,14,7.57,53.64,"1","female","unempl","full-time","single"
25,25,17,6,49.15,"4","male","empl","par-time","single"
19,24,18,6,55.77,"3","male","unempl","full-time","single"
25,19,12,7.57,43.02,"4","female","empl","par-time","single"
21,19,19,6.57,63.17,"5","male","unempl","full-time","single"
32,23,14,6.71,38.42,"4","female","empl","par-time","divorced"
21,24,10,7.14,25.85,"5","female","empl","par-time","single"
28,23,5,8,11.36,"2","female","unempl","par-time","married"
24,20,11,7.57,38.97,"5","female","empl","par-time","single"
24,21,13,7.14,42.25,"3","female","empl","par-time","single"
24,16,10,8.29,40.3,"4","female","empl","par-time","single"
21,22,14,6.86,46.85,"5","female","empl","par-time","single"
25,18,20,6.57,66.7,"1","male","unempl","full-time","single"
24,19,15,7.14,42.26,"4","male","empl","par-time","single"
21,18,13,7.57,41.3,"4","female","empl","par-time","single"
19,20,5,8.43,17.26,"2","female","unempl","par-time","single"
21,21,23,5.71,69.16,"3","male","unempl","full-time","single"
17,13,15,8,71.32,"3","male","unempl","full-time","single"
18,20,17,6.71,56.77,"4","male","unempl","full-time","single"
20,17,13,7.71,50.42,"3","female","unempl","par-time","single"
25,16,11,8.14,48.42,"4","female","empl","par-time","single"
21,26,8,7.14,24.39,"5","female","empl","par-time","single"
28,22,15,6.71,54.9,"3","male","unempl","full-time","divorced"
20,26,10,6.86,27.16,"3","female","empl","par-time","single"
21,21,11,7.43,36.54,"1","female","empl","par-time","single"
19,20,18,6.57,58.41,"3","male","unempl","full-time","single"
21,17,20,6.71,68.52,"2","male","unempl","full-time","single"
25,20,22,6,76.32,"1","male","unempl","full-time","single"
28,17,15,7.43,53.96,"3","male","unempl","full-time","divorced"
25,20,12,7.43,38.76,"4","female","empl","par-time","single"
26,24,19,5.86,49.34,"4","male","empl","par-time","divorced"
21,22,17,6.43,46.81,"1","male","empl","par-time","single"
26,21,13,7.14,33.97,"3","female","empl","par-time","married"
21,21,15,6.86,42.55,"3","male","empl","par-time","single"
19,21,11,7.43,43.19,"3","female","empl","par-time","single"
28,21,15,6.86,52.52,"5","male","unempl","full-time","divorced"
23,23,15,6.57,51.54,"1","male","unempl","full-time","single"
18,22,15,6.71,53.13,"4","male","unempl","full-time","single"
22,24,14,6.57,43.39,"2","female","empl","par-time","single"
25,23,11,7.14,39.22,"5","female","empl","par-time","single"
22,24,17,6.14,48.22,"1","male","empl","par-time","single"
17,18,12,7.71,48.89,"2","female","empl","par-time","single"
24,21,14,7,39.56,"1","female","empl","par-time","single"
24,20,16,6.86,46.69,"1","male","empl","par-time","single"
23,23,16,6.43,41.66,"3","male","empl","par-time","single"
29,19,10,7.86,37.67,"3","female","empl","par-time","divorced"
21,24,12,6.86,29.81,"1","female","empl","par-time","single"
27,20,21,6.14,72.25,"4","male","unempl","full-time","divorced"
24,20,22,6,78.4,"1","male","unempl","full-time","single"
17,25,17,6,51.42,"2","male","unempl","full-time","single"
25,18,5,8.71,22.67,"5","female","empl","par-time","married"
19,24,20,5.71,52.59,"4","male","unempl","full-time","single"
24,19,14,7.29,51.49,"5","female","unempl","full-time","single"
24,18,13,7.57,44.79,"1","female","empl","par-time","single"
19,22,15,6.71,49,"4","male","empl","par-time","single"
21,20,20,6.29,58.66,"1","male","unempl","full-time","single"
24,26,32,3.71,94.36,"5","male","unempl","full-time","single"
24,22,19,6.14,60.22,"3","male","unempl","full-time","single"
26,18,19,6.71,62.12,"1","male","unempl","full-time","divorced"
33,17,8,8.43,31.97,"2","female","empl","par-time","married"
24,24,12,6.86,37.39,"2","female","empl","par-time","single"
27,21,17,6.57,57.39,"5","male","unempl","full-time","divorced"
21,16,6,8.86,24.31,"1","female","empl","par-time","single"
21,23,10,7.29,27.03,"1","female","empl","par-time","single"
